blk.0.ffn_gate_exps.weight	35	5
blk.0.ffn_gate_exps.weight	53	3
blk.0.ffn_gate_exps.weight	200	4
blk.0.ffn_gate_exps.weight	222	6
blk.0.ffn_gate_exps.weight	245	5
blk.0.ffn_gate_exps.weight	254	4
blk.1.ffn_gate_exps.weight	8	11
blk.1.ffn_gate_exps.weight	97	2
blk.1.ffn_gate_exps.weight	137	5
blk.1.ffn_gate_exps.weight	158	5
blk.1.ffn_gate_exps.weight	163	3
blk.1.ffn_gate_exps.weight	184	3
blk.2.ffn_gate_exps.weight	43	5
blk.2.ffn_gate_exps.weight	53	2
blk.2.ffn_gate_exps.weight	108	4
blk.2.ffn_gate_exps.weight	115	11
blk.2.ffn_gate_exps.weight	132	3
blk.2.ffn_gate_exps.weight	143	3
blk.3.ffn_gate_exps.weight	79	2
blk.3.ffn_gate_exps.weight	124	5
blk.3.ffn_gate_exps.weight	143	7
blk.3.ffn_gate_exps.weight	153	2
blk.3.ffn_gate_exps.weight	175	2
blk.3.ffn_gate_exps.weight	213	2
blk.4.ffn_gate_exps.weight	50	7
blk.4.ffn_gate_exps.weight	64	3
blk.4.ffn_gate_exps.weight	110	2
blk.4.ffn_gate_exps.weight	170	6
blk.4.ffn_gate_exps.weight	178	2
blk.4.ffn_gate_exps.weight	182	3
blk.4.ffn_gate_exps.weight	216	2
blk.5.ffn_gate_exps.weight	1	2
blk.5.ffn_gate_exps.weight	35	8
blk.5.ffn_gate_exps.weight	59	2
blk.5.ffn_gate_exps.weight	74	12
blk.5.ffn_gate_exps.weight	129	4
blk.5.ffn_gate_exps.weight	167	2
blk.5.ffn_gate_exps.weight	235	4
blk.6.ffn_gate_exps.weight	13	2
blk.6.ffn_gate_exps.weight	14	4
blk.6.ffn_gate_exps.weight	56	3
blk.6.ffn_gate_exps.weight	78	4
blk.6.ffn_gate_exps.weight	79	2
blk.6.ffn_gate_exps.weight	223	5
blk.7.ffn_gate_exps.weight	8	2
blk.7.ffn_gate_exps.weight	26	6
blk.7.ffn_gate_exps.weight	56	2
blk.7.ffn_gate_exps.weight	142	3
blk.7.ffn_gate_exps.weight	169	3
blk.7.ffn_gate_exps.weight	188	3
blk.8.ffn_gate_exps.weight	18	5
blk.8.ffn_gate_exps.weight	20	6
blk.8.ffn_gate_exps.weight	101	2
blk.8.ffn_gate_exps.weight	116	3
blk.8.ffn_gate_exps.weight	210	2
blk.8.ffn_gate_exps.weight	223	65
blk.8.ffn_gate_exps.weight	244	2
blk.9.ffn_gate_exps.weight	46	2
blk.9.ffn_gate_exps.weight	51	2
blk.9.ffn_gate_exps.weight	72	11
blk.9.ffn_gate_exps.weight	178	2
blk.9.ffn_gate_exps.weight	184	9
blk.9.ffn_gate_exps.weight	221	6
blk.10.ffn_gate_exps.weight	8	3
blk.10.ffn_gate_exps.weight	14	3
blk.10.ffn_gate_exps.weight	33	18
blk.10.ffn_gate_exps.weight	63	2
blk.10.ffn_gate_exps.weight	93	2
blk.10.ffn_gate_exps.weight	244	5
blk.11.ffn_gate_exps.weight	14	2
blk.11.ffn_gate_exps.weight	18	6
blk.11.ffn_gate_exps.weight	107	2
blk.11.ffn_gate_exps.weight	146	2
blk.11.ffn_gate_exps.weight	189	17
blk.11.ffn_gate_exps.weight	190	5
blk.12.ffn_gate_exps.weight	43	9
blk.12.ffn_gate_exps.weight	58	5
blk.12.ffn_gate_exps.weight	62	2
blk.12.ffn_gate_exps.weight	80	3
blk.12.ffn_gate_exps.weight	169	2
blk.12.ffn_gate_exps.weight	173	2
blk.12.ffn_gate_exps.weight	242	2
blk.13.ffn_gate_exps.weight	4	13
blk.13.ffn_gate_exps.weight	48	2
blk.13.ffn_gate_exps.weight	82	4
blk.13.ffn_gate_exps.weight	109	2
blk.13.ffn_gate_exps.weight	129	2
blk.13.ffn_gate_exps.weight	130	2
blk.14.ffn_gate_exps.weight	21	2
blk.14.ffn_gate_exps.weight	33	3
blk.14.ffn_gate_exps.weight	102	2
blk.14.ffn_gate_exps.weight	147	3
blk.14.ffn_gate_exps.weight	164	2
blk.14.ffn_gate_exps.weight	225	2
blk.15.ffn_gate_exps.weight	22	2
blk.15.ffn_gate_exps.weight	90	2
blk.15.ffn_gate_exps.weight	106	2
blk.15.ffn_gate_exps.weight	145	2
blk.15.ffn_gate_exps.weight	186	6
blk.15.ffn_gate_exps.weight	242	2
blk.16.ffn_gate_exps.weight	15	4
blk.16.ffn_gate_exps.weight	76	4
blk.16.ffn_gate_exps.weight	158	2
blk.16.ffn_gate_exps.weight	165	2
blk.16.ffn_gate_exps.weight	172	2
blk.16.ffn_gate_exps.weight	250	2
blk.16.ffn_gate_exps.weight	253	7
blk.17.ffn_gate_exps.weight	22	3
blk.17.ffn_gate_exps.weight	27	3
blk.17.ffn_gate_exps.weight	68	2
blk.17.ffn_gate_exps.weight	113	2
blk.17.ffn_gate_exps.weight	181	4
blk.17.ffn_gate_exps.weight	182	4
blk.18.ffn_gate_exps.weight	74	5
blk.18.ffn_gate_exps.weight	83	2
blk.18.ffn_gate_exps.weight	152	3
blk.18.ffn_gate_exps.weight	186	7
blk.18.ffn_gate_exps.weight	193	2
blk.18.ffn_gate_exps.weight	251	2
blk.19.ffn_gate_exps.weight	38	10
blk.19.ffn_gate_exps.weight	113	2
blk.19.ffn_gate_exps.weight	116	6
blk.19.ffn_gate_exps.weight	158	43
blk.19.ffn_gate_exps.weight	190	2
blk.19.ffn_gate_exps.weight	217	6
blk.20.ffn_gate_exps.weight	22	10
blk.20.ffn_gate_exps.weight	86	4
blk.20.ffn_gate_exps.weight	147	2
blk.20.ffn_gate_exps.weight	215	2
blk.20.ffn_gate_exps.weight	239	2
blk.20.ffn_gate_exps.weight	244	2
blk.21.ffn_gate_exps.weight	59	2
blk.21.ffn_gate_exps.weight	97	2
blk.21.ffn_gate_exps.weight	167	36
blk.21.ffn_gate_exps.weight	177	2
blk.21.ffn_gate_exps.weight	222	7
blk.21.ffn_gate_exps.weight	240	3
blk.22.ffn_gate_exps.weight	38	2
blk.22.ffn_gate_exps.weight	67	2
blk.22.ffn_gate_exps.weight	109	2
blk.22.ffn_gate_exps.weight	178	2
blk.22.ffn_gate_exps.weight	203	3
blk.22.ffn_gate_exps.weight	205	2
blk.23.ffn_gate_exps.weight	25	2
blk.23.ffn_gate_exps.weight	26	2
blk.23.ffn_gate_exps.weight	139	2
blk.23.ffn_gate_exps.weight	242	4
blk.23.ffn_gate_exps.weight	247	14
blk.23.ffn_gate_exps.weight	248	2
blk.24.ffn_gate_exps.weight	4	2
blk.24.ffn_gate_exps.weight	54	2
blk.24.ffn_gate_exps.weight	58	8
blk.24.ffn_gate_exps.weight	81	6
blk.24.ffn_gate_exps.weight	114	2
blk.24.ffn_gate_exps.weight	181	2
blk.25.ffn_gate_exps.weight	60	3
blk.25.ffn_gate_exps.weight	64	2
blk.25.ffn_gate_exps.weight	120	2
blk.25.ffn_gate_exps.weight	169	2
blk.25.ffn_gate_exps.weight	243	3
blk.25.ffn_gate_exps.weight	244	2
blk.26.ffn_gate_exps.weight	28	2
blk.26.ffn_gate_exps.weight	73	2
blk.26.ffn_gate_exps.weight	94	2
blk.26.ffn_gate_exps.weight	130	2
blk.26.ffn_gate_exps.weight	224	2
blk.26.ffn_gate_exps.weight	248	2
blk.27.ffn_gate_exps.weight	86	2
blk.27.ffn_gate_exps.weight	101	2
blk.27.ffn_gate_exps.weight	128	3
blk.27.ffn_gate_exps.weight	162	2
blk.27.ffn_gate_exps.weight	233	15
blk.27.ffn_gate_exps.weight	238	2
blk.28.ffn_gate_exps.weight	32	2
blk.28.ffn_gate_exps.weight	38	2
blk.28.ffn_gate_exps.weight	114	2
blk.28.ffn_gate_exps.weight	211	47
blk.28.ffn_gate_exps.weight	225	2
blk.28.ffn_gate_exps.weight	230	2
blk.29.ffn_gate_exps.weight	45	93
blk.29.ffn_gate_exps.weight	47	2
blk.29.ffn_gate_exps.weight	126	6
blk.29.ffn_gate_exps.weight	139	2
blk.29.ffn_gate_exps.weight	170	2
blk.29.ffn_gate_exps.weight	242	2
blk.30.ffn_gate_exps.weight	4	2
blk.30.ffn_gate_exps.weight	63	12
blk.30.ffn_gate_exps.weight	65	4
blk.30.ffn_gate_exps.weight	70	3
blk.30.ffn_gate_exps.weight	176	2
blk.30.ffn_gate_exps.weight	183	2
blk.31.ffn_gate_exps.weight	76	20
blk.31.ffn_gate_exps.weight	83	2
blk.31.ffn_gate_exps.weight	130	8
blk.31.ffn_gate_exps.weight	166	2
blk.31.ffn_gate_exps.weight	180	55
blk.31.ffn_gate_exps.weight	182	2
blk.32.ffn_gate_exps.weight	8	3
blk.32.ffn_gate_exps.weight	19	2
blk.32.ffn_gate_exps.weight	95	23
blk.32.ffn_gate_exps.weight	104	5
blk.32.ffn_gate_exps.weight	216	3
blk.32.ffn_gate_exps.weight	233	10
blk.33.ffn_gate_exps.weight	64	3
blk.33.ffn_gate_exps.weight	65	2
blk.33.ffn_gate_exps.weight	162	2
blk.33.ffn_gate_exps.weight	181	2
blk.33.ffn_gate_exps.weight	203	2
blk.33.ffn_gate_exps.weight	255	3
blk.34.ffn_gate_exps.weight	25	2
blk.34.ffn_gate_exps.weight	33	2
blk.34.ffn_gate_exps.weight	106	2
blk.34.ffn_gate_exps.weight	110	2
blk.34.ffn_gate_exps.weight	121	2
blk.34.ffn_gate_exps.weight	147	2
blk.35.ffn_gate_exps.weight	23	2
blk.35.ffn_gate_exps.weight	81	5
blk.35.ffn_gate_exps.weight	145	3
blk.35.ffn_gate_exps.weight	198	9
blk.35.ffn_gate_exps.weight	243	6
blk.35.ffn_gate_exps.weight	254	12
blk.36.ffn_gate_exps.weight	45	2
blk.36.ffn_gate_exps.weight	102	2
blk.36.ffn_gate_exps.weight	104	3
blk.36.ffn_gate_exps.weight	108	2
blk.36.ffn_gate_exps.weight	214	2
blk.36.ffn_gate_exps.weight	215	2
blk.37.ffn_gate_exps.weight	80	2
