blk.37.ffn_gate_exps.weight	162	192
blk.32.ffn_gate_exps.weight	124	186
blk.33.ffn_gate_exps.weight	120	185
blk.34.ffn_gate_exps.weight	246	185
blk.29.ffn_gate_exps.weight	56	184
blk.24.ffn_gate_exps.weight	184	183
blk.27.ffn_gate_exps.weight	24	183
blk.30.ffn_gate_exps.weight	253	183
blk.24.ffn_gate_exps.weight	12	182
blk.25.ffn_gate_exps.weight	135	182
blk.26.ffn_gate_exps.weight	44	182
blk.36.ffn_gate_exps.weight	251	182
blk.28.ffn_gate_exps.weight	31	181
blk.27.ffn_gate_exps.weight	152	178
blk.22.ffn_gate_exps.weight	66	175
blk.23.ffn_gate_exps.weight	72	174
blk.23.ffn_gate_exps.weight	77	173
blk.13.ffn_gate_exps.weight	17	172
blk.26.ffn_gate_exps.weight	114	172
blk.31.ffn_gate_exps.weight	92	171
blk.34.ffn_gate_exps.weight	254	168
blk.17.ffn_gate_exps.weight	93	159
blk.11.ffn_gate_exps.weight	9	158
blk.17.ffn_gate_exps.weight	3	158
blk.26.ffn_gate_exps.weight	203	155
blk.36.ffn_gate_exps.weight	88	153
blk.14.ffn_gate_exps.weight	1	150
blk.3.ffn_gate_exps.weight	101	146
blk.13.ffn_gate_exps.weight	121	143
blk.8.ffn_gate_exps.weight	146	143
blk.7.ffn_gate_exps.weight	243	140
blk.35.ffn_gate_exps.weight	104	139
blk.7.ffn_gate_exps.weight	191	139
blk.11.ffn_gate_exps.weight	164	137
blk.12.ffn_gate_exps.weight	141	135
blk.30.ffn_gate_exps.weight	204	135
blk.33.ffn_gate_exps.weight	215	135
blk.16.ffn_gate_exps.weight	96	132
blk.12.ffn_gate_exps.weight	122	131
blk.16.ffn_gate_exps.weight	21	130
blk.34.ffn_gate_exps.weight	88	128
blk.38.ffn_gate_exps.weight	155	128
blk.5.ffn_gate_exps.weight	86	128
blk.15.ffn_gate_exps.weight	249	127
blk.31.ffn_gate_exps.weight	244	127
blk.6.ffn_gate_exps.weight	53	126
blk.28.ffn_gate_exps.weight	252	125
blk.29.ffn_gate_exps.weight	45	125
blk.25.ffn_gate_exps.weight	199	124
blk.39.ffn_gate_exps.weight	142	124
blk.16.ffn_gate_exps.weight	176	123
blk.11.ffn_gate_exps.weight	81	122
blk.14.ffn_gate_exps.weight	62	122
blk.20.ffn_gate_exps.weight	60	122
blk.39.ffn_gate_exps.weight	159	122
blk.12.ffn_gate_exps.weight	191	120
blk.18.ffn_gate_exps.weight	166	119
blk.38.ffn_gate_exps.weight	221	117
blk.8.ffn_gate_exps.weight	174	117
blk.31.ffn_gate_exps.weight	10	116
blk.37.ffn_gate_exps.weight	164	116
blk.18.ffn_gate_exps.weight	79	115
blk.14.ffn_gate_exps.weight	208	113
blk.25.ffn_gate_exps.weight	48	113
blk.33.ffn_gate_exps.weight	70	113
blk.22.ffn_gate_exps.weight	13	112
blk.7.ffn_gate_exps.weight	190	112
blk.35.ffn_gate_exps.weight	107	110
blk.38.ffn_gate_exps.weight	89	110
blk.32.ffn_gate_exps.weight	34	109
blk.33.ffn_gate_exps.weight	52	109
blk.13.ffn_gate_exps.weight	106	106
blk.15.ffn_gate_exps.weight	104	105
blk.19.ffn_gate_exps.weight	96	104
blk.21.ffn_gate_exps.weight	241	104
blk.29.ffn_gate_exps.weight	33	102
blk.14.ffn_gate_exps.weight	181	101
blk.19.ffn_gate_exps.weight	46	101
blk.25.ffn_gate_exps.weight	61	101
blk.16.ffn_gate_exps.weight	240	99
blk.9.ffn_gate_exps.weight	69	98
blk.18.ffn_gate_exps.weight	225	97
blk.23.ffn_gate_exps.weight	222	96
blk.28.ffn_gate_exps.weight	142	96
blk.11.ffn_gate_exps.weight	103	93
blk.11.ffn_gate_exps.weight	232	93
blk.12.ffn_gate_exps.weight	41	91
blk.22.ffn_gate_exps.weight	88	91
blk.26.ffn_gate_exps.weight	105	91
blk.6.ffn_gate_exps.weight	111	90
blk.20.ffn_gate_exps.weight	112	89
blk.8.ffn_gate_exps.weight	173	85
blk.19.ffn_gate_exps.weight	181	84
blk.28.ffn_gate_exps.weight	211	84
blk.34.ffn_gate_exps.weight	239	84
blk.27.ffn_gate_exps.weight	73	83
blk.38.ffn_gate_exps.weight	187	83
blk.8.ffn_gate_exps.weight	11	83
blk.8.ffn_gate_exps.weight	223	83
blk.33.ffn_gate_exps.weight	230	82
blk.12.ffn_gate_exps.weight	149	81
blk.17.ffn_gate_exps.weight	61	81
blk.37.ffn_gate_exps.weight	180	79
blk.15.ffn_gate_exps.weight	144	77
blk.15.ffn_gate_exps.weight	24	76
blk.37.ffn_gate_exps.weight	11	76
blk.13.ffn_gate_exps.weight	159	75
blk.18.ffn_gate_exps.weight	75	75
blk.24.ffn_gate_exps.weight	195	75
blk.33.ffn_gate_exps.weight	58	75
blk.18.ffn_gate_exps.weight	163	73
blk.16.ffn_gate_exps.weight	219	71
blk.31.ffn_gate_exps.weight	19	71
blk.21.ffn_gate_exps.weight	13	69
blk.33.ffn_gate_exps.weight	37	69
blk.38.ffn_gate_exps.weight	121	69
blk.8.ffn_gate_exps.weight	200	69
blk.36.ffn_gate_exps.weight	188	68
blk.7.ffn_gate_exps.weight	140	68
blk.9.ffn_gate_exps.weight	236	68
blk.14.ffn_gate_exps.weight	232	67
blk.23.ffn_gate_exps.weight	194	67
blk.28.ffn_gate_exps.weight	215	67
blk.3.ffn_gate_exps.weight	149	67
blk.4.ffn_gate_exps.weight	233	67
blk.36.ffn_gate_exps.weight	23	66
blk.20.ffn_gate_exps.weight	196	65
blk.13.ffn_gate_exps.weight	54	64
blk.25.ffn_gate_exps.weight	13	64
blk.38.ffn_gate_exps.weight	151	64
blk.22.ffn_gate_exps.weight	125	63
blk.28.ffn_gate_exps.weight	41	62
blk.29.ffn_gate_exps.weight	141	62
blk.38.ffn_gate_exps.weight	42	62
blk.20.ffn_gate_exps.weight	219	61
blk.11.ffn_gate_exps.weight	73	60
blk.13.ffn_gate_exps.weight	173	60
blk.15.ffn_gate_exps.weight	100	60
blk.24.ffn_gate_exps.weight	214	60
blk.3.ffn_gate_exps.weight	228	60
blk.32.ffn_gate_exps.weight	52	60
blk.32.ffn_gate_exps.weight	205	60
blk.37.ffn_gate_exps.weight	147	60
blk.14.ffn_gate_exps.weight	126	59
blk.28.ffn_gate_exps.weight	172	59
blk.33.ffn_gate_exps.weight	213	59
blk.8.ffn_gate_exps.weight	53	59
blk.38.ffn_gate_exps.weight	148	58
blk.7.ffn_gate_exps.weight	159	58
blk.12.ffn_gate_exps.weight	4	57
blk.16.ffn_gate_exps.weight	154	57
blk.5.ffn_gate_exps.weight	253	57
blk.6.ffn_gate_exps.weight	42	57
blk.6.ffn_gate_exps.weight	97	57
blk.20.ffn_gate_exps.weight	105	56
blk.36.ffn_gate_exps.weight	133	56
blk.7.ffn_gate_exps.weight	112	56
blk.27.ffn_gate_exps.weight	45	55
blk.30.ffn_gate_exps.weight	104	55
blk.31.ffn_gate_exps.weight	180	55
blk.36.ffn_gate_exps.weight	120	54
blk.9.ffn_gate_exps.weight	173	54
blk.15.ffn_gate_exps.weight	23	53
blk.21.ffn_gate_exps.weight	236	53
blk.37.ffn_gate_exps.weight	61	53
blk.7.ffn_gate_exps.weight	133	53
blk.9.ffn_gate_exps.weight	220	53
blk.10.ffn_gate_exps.weight	76	52
blk.24.ffn_gate_exps.weight	95	52
blk.35.ffn_gate_exps.weight	255	52
blk.32.ffn_gate_exps.weight	195	51
blk.5.ffn_gate_exps.weight	200	50
blk.10.ffn_gate_exps.weight	78	49
blk.13.ffn_gate_exps.weight	13	49
blk.27.ffn_gate_exps.weight	183	49
blk.36.ffn_gate_exps.weight	161	49
blk.4.ffn_gate_exps.weight	239	49
blk.5.ffn_gate_exps.weight	250	49
blk.6.ffn_gate_exps.weight	113	49
blk.12.ffn_gate_exps.weight	218	48
blk.29.ffn_gate_exps.weight	90	48
blk.19.ffn_gate_exps.weight	158	47
blk.21.ffn_gate_exps.weight	92	47
blk.24.ffn_gate_exps.weight	130	47
blk.25.ffn_gate_exps.weight	81	47
blk.26.ffn_gate_exps.weight	104	47
blk.9.ffn_gate_exps.weight	159	47
blk.21.ffn_gate_exps.weight	94	46
blk.30.ffn_gate_exps.weight	234	46
blk.31.ffn_gate_exps.weight	211	46
blk.25.ffn_gate_exps.weight	28	45
blk.26.ffn_gate_exps.weight	91	45
blk.27.ffn_gate_exps.weight	207	45
blk.32.ffn_gate_exps.weight	175	45
blk.13.ffn_gate_exps.weight	176	44
blk.18.ffn_gate_exps.weight	90	44
blk.21.ffn_gate_exps.weight	167	44
blk.22.ffn_gate_exps.weight	128	44
blk.39.ffn_gate_exps.weight	157	44
blk.39.ffn_gate_exps.weight	253	44
blk.15.ffn_gate_exps.weight	206	43
blk.15.ffn_gate_exps.weight	226	43
blk.22.ffn_gate_exps.weight	136	43
blk.39.ffn_gate_exps.weight	69	43
blk.4.ffn_gate_exps.weight	115	43
blk.9.ffn_gate_exps.weight	242	43
blk.25.ffn_gate_exps.weight	44	42
blk.31.ffn_gate_exps.weight	187	42
blk.15.ffn_gate_exps.weight	175	41
blk.26.ffn_gate_exps.weight	232	41
blk.29.ffn_gate_exps.weight	48	41
blk.29.ffn_gate_exps.weight	254	41
blk.30.ffn_gate_exps.weight	9	41
blk.39.ffn_gate_exps.weight	163	41
blk.10.ffn_gate_exps.weight	40	40
blk.25.ffn_gate_exps.weight	47	40
blk.39.ffn_gate_exps.weight	191	40
blk.21.ffn_gate_exps.weight	155	39
blk.23.ffn_gate_exps.weight	124	39
blk.28.ffn_gate_exps.weight	219	39
blk.30.ffn_gate_exps.weight	213	39
blk.34.ffn_gate_exps.weight	22	39
blk.34.ffn_gate_exps.weight	191	39
blk.4.ffn_gate_exps.weight	146	39
blk.5.ffn_gate_exps.weight	172	39
blk.5.ffn_gate_exps.weight	251	39
blk.10.ffn_gate_exps.weight	35	38
blk.10.ffn_gate_exps.weight	238	38
blk.12.ffn_gate_exps.weight	193	38
blk.14.ffn_gate_exps.weight	66	38
blk.14.ffn_gate_exps.weight	237	38
blk.22.ffn_gate_exps.weight	240	38
blk.24.ffn_gate_exps.weight	191	38
blk.28.ffn_gate_exps.weight	80	38
blk.32.ffn_gate_exps.weight	64	38
blk.32.ffn_gate_exps.weight	102	38
blk.39.ffn_gate_exps.weight	214	38
blk.4.ffn_gate_exps.weight	117	38
blk.10.ffn_gate_exps.weight	193	37
blk.19.ffn_gate_exps.weight	228	37
blk.5.ffn_gate_exps.weight	46	37
blk.7.ffn_gate_exps.weight	124	37
blk.0.ffn_gate_exps.weight	29	36
blk.15.ffn_gate_exps.weight	212	36
blk.24.ffn_gate_exps.weight	2	36
blk.27.ffn_gate_exps.weight	177	36
blk.4.ffn_gate_exps.weight	53	36
blk.9.ffn_gate_exps.weight	148	36
blk.1.ffn_gate_exps.weight	155	35
blk.14.ffn_gate_exps.weight	72	35
blk.17.ffn_gate_exps.weight	112	35
blk.20.ffn_gate_exps.weight	129	35
blk.23.ffn_gate_exps.weight	193	35
blk.24.ffn_gate_exps.weight	211	35
blk.29.ffn_gate_exps.weight	108	35
blk.32.ffn_gate_exps.weight	79	35
blk.37.ffn_gate_exps.weight	138	35
blk.4.ffn_gate_exps.weight	8	35
blk.4.ffn_gate_exps.weight	46	35
blk.8.ffn_gate_exps.weight	115	35
blk.10.ffn_gate_exps.weight	45	34
blk.16.ffn_gate_exps.weight	235	34
blk.17.ffn_gate_exps.weight	71	34
blk.39.ffn_gate_exps.weight	96	34
blk.39.ffn_gate_exps.weight	166	34
blk.4.ffn_gate_exps.weight	197	34
blk.0.ffn_gate_exps.weight	106	33
blk.10.ffn_gate_exps.weight	126	33
blk.13.ffn_gate_exps.weight	3	33
blk.13.ffn_gate_exps.weight	14	33
blk.18.ffn_gate_exps.weight	26	33
blk.18.ffn_gate_exps.weight	118	33
blk.21.ffn_gate_exps.weight	9	33
blk.34.ffn_gate_exps.weight	155	33
blk.35.ffn_gate_exps.weight	7	33
blk.17.ffn_gate_exps.weight	128	32
blk.21.ffn_gate_exps.weight	55	32
blk.23.ffn_gate_exps.weight	6	32
blk.26.ffn_gate_exps.weight	124	32
blk.3.ffn_gate_exps.weight	135	32
blk.6.ffn_gate_exps.weight	31	32
blk.0.ffn_gate_exps.weight	107	31
blk.1.ffn_gate_exps.weight	114	31
blk.10.ffn_gate_exps.weight	155	31
blk.12.ffn_gate_exps.weight	189	31
blk.16.ffn_gate_exps.weight	186	31
blk.27.ffn_gate_exps.weight	87	31
blk.36.ffn_gate_exps.weight	165	31
blk.39.ffn_gate_exps.weight	7	31
blk.0.ffn_gate_exps.weight	132	30
blk.11.ffn_gate_exps.weight	119	30
blk.14.ffn_gate_exps.weight	104	30
blk.14.ffn_gate_exps.weight	173	30
blk.17.ffn_gate_exps.weight	11	30
blk.17.ffn_gate_exps.weight	221	30
blk.20.ffn_gate_exps.weight	6	30
blk.20.ffn_gate_exps.weight	174	30
blk.24.ffn_gate_exps.weight	24	30
blk.25.ffn_gate_exps.weight	136	30
blk.27.ffn_gate_exps.weight	179	30
blk.32.ffn_gate_exps.weight	181	30
blk.34.ffn_gate_exps.weight	178	30
blk.36.ffn_gate_exps.weight	32	30
blk.38.ffn_gate_exps.weight	145	30
blk.39.ffn_gate_exps.weight	73	30
blk.7.ffn_gate_exps.weight	152	30
blk.10.ffn_gate_exps.weight	48	29
blk.13.ffn_gate_exps.weight	119	29
blk.19.ffn_gate_exps.weight	107	29
